iucn_sid,year,old_cat,cat_txt,param_id,api_error,cat_ts,cat_score,cat_ts_score
13006,1965,NA,"""Less rare but believed to be threatened-requires watching""",NA,NA,EN,0.6,0.6
13006,1986,E,Endangered,NA,NA,EN,0.6,0.6
13006,1988,E,Endangered,NA,NA,EN,0.6,0.6
13006,1990,V,Vulnerable,NA,NA,VU,0.4,0.4
13006,1994,V,Vulnerable,NA,NA,VU,0.4,0.4
13006,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4
13006,2008,LC,Least Concern,NA,NA,LC,0,0
13045,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4
1308,1996,EN,Endangered,NA,NA,EN,0.6,0.6
1308,2015,LC,Least Concern,NA,NA,LC,0,0
132722,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132723,2008,LC,Least Concern,NA,NA,LC,0,0
132726,2008,LC,Least Concern,NA,NA,LC,0,0
132727,2008,LC,Least Concern,NA,NA,LC,0,0
132729,2008,LC,Least Concern,NA,NA,LC,0,0
132730,2008,LC,Least Concern,NA,NA,LC,0,0
132730,2017,LC,Least Concern,NA,NA,LC,0,0
132732,2008,LC,Least Concern,NA,NA,LC,0,0
132733,2008,LC,Least Concern,NA,NA,LC,0,0
132733,2017,LC,Least Concern,NA,NA,LC,0,0
132736,2008,LC,Least Concern,NA,NA,LC,0,0
132737,2008,LC,Least Concern,NA,NA,LC,0,0
132738,2008,LC,Least Concern,NA,NA,LC,0,0
132741,2008,LC,Least Concern,NA,NA,LC,0,0
132742,2008,LC,Least Concern,NA,NA,LC,0,0
132743,2008,LC,Least Concern,NA,NA,LC,0,0
132745,2008,LC,Least Concern,NA,NA,LC,0,0
132747,2008,LC,Least Concern,NA,NA,LC,0,0
132748,2008,LC,Least Concern,NA,NA,LC,0,0
132749,2008,LC,Least Concern,NA,NA,LC,0,0
132751,2008,LC,Least Concern,NA,NA,LC,0,0
132753,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132754,2008,LC,Least Concern,NA,NA,LC,0,0
132754,2017,LC,Least Concern,NA,NA,LC,0,0
132755,2008,LC,Least Concern,NA,NA,LC,0,0
132756,2008,LC,Least Concern,NA,NA,LC,0,0
132757,2008,LC,Least Concern,NA,NA,LC,0,0
132759,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132761,2008,LC,Least Concern,NA,NA,LC,0,0
132764,2008,LC,Least Concern,NA,NA,LC,0,0
132766,2008,LC,Least Concern,NA,NA,LC,0,0
132767,2008,LC,Least Concern,NA,NA,LC,0,0
132767,2017,LC,Least Concern,NA,NA,LC,0,0
132771,2008,LC,Least Concern,NA,NA,LC,0,0
132773,2008,LC,Least Concern,NA,NA,LC,0,0
132774,2008,LC,Least Concern,NA,NA,LC,0,0
132775,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132776,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132777,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132778,2008,LC,Least Concern,NA,NA,LC,0,0
132779,2008,LC,Least Concern,NA,NA,LC,0,0
132781,2008,LC,Least Concern,NA,NA,LC,0,0
132783,2008,LC,Least Concern,NA,NA,LC,0,0
132783,2017,LC,Least Concern,NA,NA,LC,0,0
132787,2008,LC,Least Concern,NA,NA,LC,0,0
132788,2008,LC,Least Concern,NA,NA,LC,0,0
132789,2008,LC,Least Concern,NA,NA,LC,0,0
132790,2008,LC,Least Concern,NA,NA,LC,0,0
132795,2008,LC,Least Concern,NA,NA,LC,0,0
132799,2008,LC,Least Concern,NA,NA,LC,0,0
132802,2008,LC,Least Concern,NA,NA,LC,0,0
132803,2008,LC,Least Concern,NA,NA,LC,0,0
132804,2008,LC,Least Concern,NA,NA,LC,0,0
132805,2008,LC,Least Concern,NA,NA,LC,0,0
132806,2008,LC,Least Concern,NA,NA,LC,0,0
132807,2008,LC,Least Concern,NA,NA,LC,0,0
132808,2008,LC,Least Concern,NA,NA,LC,0,0
132810,2008,LC,Least Concern,NA,NA,LC,0,0
132811,2008,LC,Least Concern,NA,NA,LC,0,0
132815,2008,LC,Least Concern,NA,NA,LC,0,0
132817,2008,LC,Least Concern,NA,NA,LC,0,0
132818,2008,LC,Least Concern,NA,NA,LC,0,0
132819,2008,LC,Least Concern,NA,NA,LC,0,0
132822,2008,LC,Least Concern,NA,NA,LC,0,0
132822,2017,LC,Least Concern,NA,NA,LC,0,0
132823,2008,LC,Least Concern,NA,NA,LC,0,0
132825,2008,LC,Least Concern,NA,NA,LC,0,0
132826,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132827,2008,LC,Least Concern,NA,NA,LC,0,0
132829,2008,LC,Least Concern,NA,NA,LC,0,0
132830,2008,LC,Least Concern,NA,NA,LC,0,0
132859,2008,LC,Least Concern,NA,NA,LC,0,0
132860,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132860,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
132866,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132869,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132869,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132871,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132872,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132874,2008,LC,Least Concern,NA,NA,LC,0,0
132876,2008,LC,Least Concern,NA,NA,LC,0,0
132877,2008,LC,Least Concern,NA,NA,LC,0,0
132878,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132878,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132879,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132880,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132880,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
132881,2008,LC,Least Concern,NA,NA,LC,0,0
132881,2014,LC,Least Concern,NA,NA,LC,0,0
132883,2008,LC,Least Concern,NA,NA,LC,0,0
132883,2014,LC,Least Concern,NA,NA,LC,0,0
132884,2008,LC,Least Concern,NA,NA,LC,0,0
132885,2008,LC,Least Concern,NA,NA,LC,0,0
132885,2014,LC,Least Concern,NA,NA,LC,0,0
132887,2008,LC,Least Concern,NA,NA,LC,0,0
132887,2014,LC,Least Concern,NA,NA,LC,0,0
132888,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132888,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132889,2008,LC,Least Concern,NA,NA,LC,0,0
132890,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132893,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132894,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132895,2008,LC,Least Concern,NA,NA,LC,0,0
132895,2014,LC,Least Concern,NA,NA,LC,0,0
132899,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132900,2008,LC,Least Concern,NA,NA,LC,0,0
132901,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132903,2008,LC,Least Concern,NA,NA,LC,0,0
132903,2014,LC,Least Concern,NA,NA,LC,0,0
132904,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132904,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132905,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132907,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132909,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132910,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132911,2008,LC,Least Concern,NA,NA,LC,0,0
132911,2014,LC,Least Concern,NA,NA,LC,0,0
132913,2008,EN,Endangered,NA,NA,EN,0.6,0.6
132916,2008,LC,Least Concern,NA,NA,LC,0,0
132916,2014,LC,Least Concern,NA,NA,LC,0,0
132917,2008,LC,Least Concern,NA,NA,LC,0,0
132917,2014,LC,Least Concern,NA,NA,LC,0,0
132922,2008,LC,Least Concern,NA,NA,LC,0,0
132922,2014,LC,Least Concern,NA,NA,LC,0,0
132923,2008,LC,Least Concern,NA,NA,LC,0,0
132923,2014,LC,Least Concern,NA,NA,LC,0,0
132924,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132925,2008,LC,Least Concern,NA,NA,LC,0,0
132925,2014,LC,Least Concern,NA,NA,LC,0,0
132927,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132928,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132929,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132931,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132933,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132935,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132936,2008,LC,Least Concern,NA,NA,LC,0,0
132936,2014,LC,Least Concern,NA,NA,LC,0,0
132937,2008,LC,Least Concern,NA,NA,LC,0,0
132940,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132940,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
132942,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132944,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132947,2008,LC,Least Concern,NA,NA,LC,0,0
132948,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132948,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132953,2008,LC,Least Concern,NA,NA,LC,0,0
132956,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132956,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
132957,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132958,2008,LC,Least Concern,NA,NA,LC,0,0
132958,2014,LC,Least Concern,NA,NA,LC,0,0
132960,2008,LC,Least Concern,NA,NA,LC,0,0
132960,2014,LC,Least Concern,NA,NA,LC,0,0
132962,2008,LC,Least Concern,NA,NA,LC,0,0
132963,2008,LC,Least Concern,NA,NA,LC,0,0
132967,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132968,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132969,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132969,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
132970,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132972,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132974,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132975,2008,LC,Least Concern,NA,NA,LC,0,0
132975,2014,LC,Least Concern,NA,NA,LC,0,0
132976,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132976,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132978,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132978,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132979,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132980,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132980,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132981,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132983,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132983,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132984,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132985,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132986,2008,LC,Least Concern,NA,NA,LC,0,0
132986,2014,LC,Least Concern,NA,NA,LC,0,0
132987,2008,LC,Least Concern,NA,NA,LC,0,0
132988,2008,LC,Least Concern,NA,NA,LC,0,0
132990,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132991,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132992,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132992,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132993,2008,LC,Least Concern,NA,NA,LC,0,0
132995,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132996,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
132997,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
132997,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
132998,2008,LC,Least Concern,NA,NA,LC,0,0
132998,2014,LC,Least Concern,NA,NA,LC,0,0
133001,2008,LC,Least Concern,NA,NA,LC,0,0
133001,2014,LC,Least Concern,NA,NA,LC,0,0
133002,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133003,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133006,2008,CR,Critically Endangered,NA,NA,CR,0.8,0.8
133008,2008,LC,Least Concern,NA,NA,LC,0,0
133008,2014,LC,Least Concern,NA,NA,LC,0,0
133009,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133010,2008,LC,Least Concern,NA,NA,LC,0,0
133011,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133012,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133013,2008,LC,Least Concern,NA,NA,LC,0,0
133013,2014,LC,Least Concern,NA,NA,LC,0,0
133015,2008,LC,Least Concern,NA,NA,LC,0,0
133016,2008,LC,Least Concern,NA,NA,LC,0,0
133016,2014,LC,Least Concern,NA,NA,LC,0,0
133019,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133020,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133020,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133021,2008,LC,Least Concern,NA,NA,LC,0,0
133021,2014,LC,Least Concern,NA,NA,LC,0,0
133023,2008,LC,Least Concern,NA,NA,LC,0,0
133023,2014,LC,Least Concern,NA,NA,LC,0,0
133024,2008,LC,Least Concern,NA,NA,LC,0,0
133024,2014,LC,Least Concern,NA,NA,LC,0,0
133025,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133025,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
133026,2008,LC,Least Concern,NA,NA,LC,0,0
133027,2008,LC,Least Concern,NA,NA,LC,0,0
133028,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133028,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133029,2008,LC,Least Concern,NA,NA,LC,0,0
133029,2014,LC,Least Concern,NA,NA,LC,0,0
133031,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133032,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133033,2008,LC,Least Concern,NA,NA,LC,0,0
133034,2008,LC,Least Concern,NA,NA,LC,0,0
133034,2014,LC,Least Concern,NA,NA,LC,0,0
133038,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133038,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
133039,2008,LC,Least Concern,NA,NA,LC,0,0
133041,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133041,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
133042,2008,LC,Least Concern,NA,NA,LC,0,0
133043,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133043,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133044,2008,LC,Least Concern,NA,NA,LC,0,0
133044,2014,LC,Least Concern,NA,NA,LC,0,0
133045,2008,LC,Least Concern,NA,NA,LC,0,0
133045,2014,LC,Least Concern,NA,NA,LC,0,0
133046,2008,EN,Endangered,NA,NA,EN,0.6,0.6
133046,2014,EN,Endangered,NA,NA,EN,0.6,0.6
133047,2008,LC,Least Concern,NA,NA,LC,0,0
133048,2008,LC,Least Concern,NA,NA,LC,0,0
133049,2008,LC,Least Concern,NA,NA,LC,0,0
133049,2014,LC,Least Concern,NA,NA,LC,0,0
133053,2008,LC,Least Concern,NA,NA,LC,0,0
133054,2008,LC,Least Concern,NA,NA,LC,0,0
133054,2014,LC,Least Concern,NA,NA,LC,0,0
133055,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133055,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133056,2008,LC,Least Concern,NA,NA,LC,0,0
133057,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133058,2008,LC,Least Concern,NA,NA,LC,0,0
133058,2014,LC,Least Concern,NA,NA,LC,0,0
133059,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133060,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133062,2008,LC,Least Concern,NA,NA,LC,0,0
133063,2008,LC,Least Concern,NA,NA,LC,0,0
133063,2014,LC,Least Concern,NA,NA,LC,0,0
133065,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133066,2008,LC,Least Concern,NA,NA,LC,0,0
133066,2014,LC,Least Concern,NA,NA,LC,0,0
133067,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133068,2008,LC,Least Concern,NA,NA,LC,0,0
133069,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133070,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133070,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133071,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133071,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133074,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133075,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133076,2008,LC,Least Concern,NA,NA,LC,0,0
133076,2014,LC,Least Concern,NA,NA,LC,0,0
133077,2008,LC,Least Concern,NA,NA,LC,0,0
133078,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133079,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133080,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133081,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133082,2008,LC,Least Concern,NA,NA,LC,0,0
133082,2014,LC,Least Concern,NA,NA,LC,0,0
133083,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133083,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133084,2008,LC,Least Concern,NA,NA,LC,0,0
133084,2014,LC,Least Concern,NA,NA,LC,0,0
133085,2015,LC,Least Concern,NA,NA,LC,0,0
133087,2008,LC,Least Concern,NA,NA,LC,0,0
133087,2014,LC,Least Concern,NA,NA,LC,0,0
133088,2008,LC,Least Concern,NA,NA,LC,0,0
133088,2014,LC,Least Concern,NA,NA,LC,0,0
133089,2008,LC,Least Concern,NA,NA,LC,0,0
133090,2008,LC,Least Concern,NA,NA,LC,0,0
133090,2014,LC,Least Concern,NA,NA,LC,0,0
133091,2008,LC,Least Concern,NA,NA,LC,0,0
133091,2014,LC,Least Concern,NA,NA,LC,0,0
133094,2008,LC,Least Concern,NA,NA,LC,0,0
133095,2008,LC,Least Concern,NA,NA,LC,0,0
133095,2014,LC,Least Concern,NA,NA,LC,0,0
133097,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133097,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
133098,2008,LC,Least Concern,NA,NA,LC,0,0
133098,2014,LC,Least Concern,NA,NA,LC,0,0
133099,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133099,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4
133101,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133102,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133105,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133105,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133106,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2
133106,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2
133109,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4
133110,2008,LC,Least Concern,NA,NA,LC,0,0
